Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title, CIHR_Contribution , CIHR_Equipment , External_Funding ,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,title_keywords,companies,companies_count
"Baker, Kristi",University of Alberta,Alberta,Project Grant,202209PJT,Cancer Biology & Therapeutics,Harnessing dendritic cells to regulate antitumor immunity in colorectal cancer," $956,250 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Mechanisms of Carcinogenesis; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Cancer-Cancer Progression and Metastasis",4/1/2023,2028-03-31,0,"dendritic cells, antitumor immunity, colorectal cancer",,
"Bally, Marcel B",University of British Columbia,British Columbia,Operating Grant,201003MOP,Cancer Progression & Therapeutics 2,Identifying Cytoprotective Responses Triggered Following Initial Exposure to Targeted Therapy: Defining Improved Treatment Strategies for Patients with HER-2 Positive Breast Cancer.," $774,156 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,BREAST CANCER THERAPY; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; CANCER,10/1/2010,2015-09-30,0,"Cytoprotective responses, HER-2, breast cancer",,
"Barab�, Fr�d�ric",Universit� Laval,Quebec,Project Grant,201903PJT,Cancer Biology & Therapeutics 2,Biology of S100A8 and S100A9 proteins in Human Acute Myeloid Leukemia," $761,176 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,10/1/2019,2024-09-30,0,"S100A8, S100A9, Leukemia",,
"Barab�, Fr�d�ric",Universit� Laval,Quebec,Project Grant,202209PJT,Cancer Progression & Therapeutics 2,Role of the RAS Pathway Activation on the Biology and Drug Response of Acute Myeloid Leukemias," $891,225 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics; Cancer-Pediatric Cancer,4/1/2023,2028-03-31,0,"RAS, Leukemias, Pathway",,
"Baracos, Vickie E",University of Alberta,Alberta,Operating Grant,201109MOP,Cancer Biology & Therapeutics,"Sarcopenia: a predictor of cancer treatment response, treatment toxicity & drug metabolism"," $135,206 ", $-   , $-   ,,2 yrs 0 mth ,Cancer Research,LUNG CANCER THERAPY; CANCER THERAPY GENERAL; CANCER,4/1/2012,2014-03-31,0,"Sarcopenia, cancer, metabolism",,
"Barakat, Khaled H",University of Alberta,Alberta,Project Grant,202104PJT,Cancer Biology & Therapeutics,Investigating the cell-based activity of a new class of cytotoxic T-lymphocyte antigen-4 (CTLA-4) small molecule inhibitors," $508,726 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Immunology and Infection-Immunology and Autoimmune Diseases (including rheumatology),10/1/2021,2026-09-30,0,"cytotoxic T-lymphocyte, CTLA-4, small molecule",,
"Barha, Cindy",University of Calgary,Alberta,Catalyst Grant: NWHRI: Innovation Fund - Biomedical Discovery Grants,202307NWI,NWHRI: Innovation Fund - Biomedical Discovery Grants,Exploring biomarkers of physical activity promotion of cognition in menopause: Role of race/ethnicity," $150,000 ", $-   , $-   ,,1 yr 0 mth ,Aging,AGING; ALZHEIMER'S DISEASE; ENDOCRINOLOGY,2/1/2024,2025-01-31,0,"biomarkers, physical activity, cognition",,
"Baron, Corey A",Western University (Ontario),Ontario,Project Grant,202109PJT,Medical Physics & Imaging,Microstructural MRI in Temporal Lobe Epilepsy," $581,400 ", $-   , $-   ,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",Biomedical Engineering-Biomedical Imaging; Neurosciences-Neurological disorders,4/1/2022,2027-03-31,0,"Microstructural MRI, Temporal Lobe Epilepsy",,
"Barralet, Jake E",Research Institute of the McGill University Health Centre,Quebec,Project Grant,201809PJT,Biomedical Engineering,Autosynthetics: Cranial Regeneration," $631,124 ", $-   , $-   ,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Musculoskeletal Health-Bone, Skin and Cartilage Sciences",4/1/2019,2023-03-31,0,"Autosynthetics, Cranial, Regeneration",,
"Barsyte-Lovejoy, Dalia",University of Toronto,Ontario,Project Grant,202210PJT,Cancer Biology & Therapeutics,Targeting protein arginine methylation in tumor-associated macrophages," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2023,2024-03-31,0,"protein, arginine, methylation",,
"Barsyte-Lovejoy, Dalia",University of Toronto,Ontario,Project Grant,202309PJT,Cancer Progression & Therapeutics 2,Targeting protein arginine methylation in the 9p21.3 loss tumor microenvironment," $902,700 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,0,3/1/2024,2025-02-28,0,"protein, arginine methylation, tumor microenvironment",,
"Bartha, Robert",Western University (Ontario),Ontario,Operating Grant,200910MOP,Medical Physics & Imaging,Magnetic Resonance PARACEST Imaging of In-vivo Protease Activity," $96,414 ", $-   , $-   ,,1 yr 0 mth ,Aging,ALZHEIMER'S DISEASE; AGING; IMAGING; BIOPHYSICS,10/1/2010,2011-09-30,0,"Magnetic Resonance, PARACEST, Protease",,
"Bartha, Robert",Western University (Ontario),Ontario,Operating Grant,201003MOP,Medical Physics & Imaging,Magnetic Resonance PARACEST Imaging of In-vivo Protease Activity," $449,243 ", $-   , $-   ,,4 yrs 0 mth ,Aging,ALZHEIMER'S DISEASE; AGING; IMAGING; BIOPHYSICS,10/1/2010,2014-09-30,0,"Magnetic Resonance, PARACEST, Protease",,
"Barthelat, Francois",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,"Novel multilayered synthetic structural bone graft materials which combine biocompatibility, biodegradability and high toughness."," $163,222 ", $-   , $-   ,,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,"INJURY, REGENERATION; BONE CANCER; MUSCLE, BONE, OR JOINT",4/1/2017,2020-03-31,0,"bone graft, biocompatibility, biodegradability",,
"Bashashati, Ali",University of British Columbia,British Columbia,Project Grant,202010PJT,Medical Physics & Imaging,Prostate cancer risk stratification for active surveillance using computer-aided analysis of histopathology and transcriptomics," $906,525 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Clinical Oncology; Artificial Intelligence-Machine Learning; Genetics-Genomics, Transcriptomics and Proteomics",4/1/2021,2026-03-31,0,"prostate cancer, histopathology, transcriptomics",,
"Bashashati, Ali",University of British Columbia,British Columbia,Project Grant,202403PJT,Medical Physics & Imaging,aRtificial intelligence-driven computational pathology platform for blAdder Cancer subTyping (REACT)," $845,326 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Artificial Intelligence-Machine Learning; Biomedical Engineering-Biomedical Imaging; Cancer-Cancer Drug Development and Therapeutics,10/1/2024,2029-09-30,0,"artificial intelligence, computational pathology, bladder cancer",,
"Basik, Mark",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr�al-Jewish General,Quebec,Project Grant,202109PJT,Cancer Progression & Therapeutics 2,Targeting lipid metabolism in chemoresistant breast cancer," $1,009,800 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2022,2027-03-31,0,"lipid metabolism, chemoresistant, breast cancer",,
"Basik, Mark",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr�al-Jewish General,Quebec,Project Grant,202403PJT,Cancer Progression & Therapeutics 2,Altering the gut microbiome in Triple- negative breast cancer: a pilot study," $1,510,875 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,3/1/2024,2025-02-28,0,"gut microbiome, breast cancer, triple-negative",,
"Basik, Mark",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr�al-Jewish General,Quebec,Project Grant - PA: Breast Cancer Research,202309PLL,Cancer Biology & Therapeutics 2,Altering the gut microbiome in Triple- negative breast cancer: a pilot study," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,3/1/2024,2025-02-28,0,"gut microbiome, breast cancer, triple-negative",,
"Batist, Gerald",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr�al-Jewish General,Quebec,Operating Grant,201209MOP,Cancer Progression & Therapeutics,Novel strategy to selectively target tumor cell growth and chemosensitivity," $767,780 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; NONE OF THE ABOVE; CANCER; MOLECULAR BIOLOGY,4/1/2013,2018-03-31,0,"tumor, cell growth, chemosensitivity",,
"Bazett-Jones, David P",Hospital for Sick Children (Toronto),Ontario,"Catalyst Grant: Invention and High-Risk, High-Benefit Research",200903NHG,"Inventions, Technologies, or High Risk Grants",Nanomanipulation and high resolution in situ gene mapping," $300,000 ", $-   , $-   ,,3 yrs 0 mth ,Genetics,LEUKAEMIAS; MULTIPLE DISEASE RELEVANCE; CELL BIOLOGY; CANCER,10/1/2009,2012-09-30,0,"Nanomanipulation, gene mapping, in situ",,
"Beauchemin, Nicole",McGill University,Quebec,Operating Grant,201109MOP,Cancer Progression & Therapeutics 2,CEACAM1 in colon cancer progression and metastasis," $834,100 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,GASTRO-INTESTINAL CANCER; GASTRO-INTESTINAL CANCER THERAPY; CANCER; CELL BIOLOGY,4/1/2012,2017-03-31,0,"CEACAM1, colon cancer, metastasis",,
"Beaulieu, Christian",University of Alberta,Alberta,Operating Grant,200809MOP,Medical Physics & Imaging,Quantitative Magnetic Resonance Imaging of Neurodevelopment," $733,595 ", $-   , $-   ,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",CNS ORGANIC; MENTAL AND BEHAVIOURAL DISEASES; IMAGING; NERVOUS SYSTEM,4/1/2009,2014-03-31,0,"Magnetic Resonance, Imaging, Neurodevelopment",,
"Beaulieu, Christian",University of Alberta,Alberta,Operating Grant,201403MOP,Medical Physics & Imaging,Development of Novel Diffusion Magnetic Resonance Methods for the Brain: Initial Applications to Stroke," $777,172 ", $-   , $-   ,,5 yrs 0 mth ,Circulatory and Respiratory Health,"STROKE, HEART FAILURE; MULTIDISCIPLINARY; IMAGING; NERVOUS SYSTEM",7/1/2014,2016-06-30,0,"Diffusion, Magnetic Resonance, Stroke",,
"Beaulieu, Christian",University of Alberta,Alberta,Operating Grant: Methodological Innovations for Neuroimaging Datasets,201304OMI,Methodological Innovations for Neuroimaging Datasets,Integrated Software for the Assessment of Diffusion Tensor Imaging of Brain Wiring in Alzheimer's Disease and Dementia," $215,821 "," $3,000 ", $-   ,,3 yrs 0 mth ,Aging,ALZHEIMER'S DISEASE; AGING; IMAGING; NERVOUS SYSTEM,10/1/2013,2016-09-30,0,"Diffusion Tensor Imaging, Brain Wiring, Alzheimer's Disease",,
"Beaulieu, Jean-Fran�ois",Universit� de Sherbrooke,Quebec,Project Grant,202003PJT,Cancer Progression & Therapeutics 2,Set-up of a mass spectrometry-based stool test for colorectal cancer screening," $719,101 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,Cancer-Clinical Oncology,10/1/2020,2024-09-30,0,"mass spectrometry, stool test, colorectal cancer",,
"Beaulieu, Luc",Universit� Laval,Quebec,Operating Grant,201003MOP,Medical Physics & Imaging,An Integrated Real-Time 3D Ultrasound Guidance System for Multi-catheters Breast Brachytherapy," $275,233 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER; IMAGING,10/1/2010,2013-09-30,0,"Ultrasound, Brachytherapy, Guidance",,
"Beaulieu, Luc",Universit� Laval,Quebec,Project Grant,202003PJT,Medical Physics & Imaging,The impact of Monte Carlo dose calculations on prostate and breast low-dose rate brachytherapy dose-outcome relationships and radiobiological modeling.," $715,276 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Clinical Oncology,10/1/2020,2025-09-30,0,"Monte Carlo, brachytherapy, radiobiological",,
"Beauregard, Jean-Mathieu",Universit� Laval,Quebec,Project Grant,202109PJT,Medical Physics & Imaging,Towards Personalized Dosimetry-Based Radioligand Therapy of Prostate Cancer as a New Standard of Practice," $960,075 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Biomedical Engineering-Biomedical Imaging; Cancer-Cancer Drug Development and Therapeutics; Artificial Intelligence-Machine Learning,4/1/2022,2027-03-31,0,"Dosimetry, Radioligand, Prostate Cancer",,
"Beg, Mirza Faisal","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,OCTSurfer - Advanced Imaging and Integrated Image Analysis Platform for 3D Optical Coherence Tomography Images of the Eye," $341,410 "," $87,200 ", $-   ,,3 yrs 0 mth ,Population and Public Health,AGING; MULTIDISCIPLINARY; IMAGING; VISION,4/1/2018,2021-03-31,0,"Optical Coherence Tomography, Imaging, Eye",,
"Bell, Brendan B",Universit� de Sherbrooke,Quebec,Catalyst Grant: Innovation in HIV Vaccine and HIV Cure Research,201211CHR,HIV Vaccine and Cure Research,Core promoter-binding complexes as novel targets to cure HIV/AIDS," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,AIDS; VIRAL; VIROLOGY; MOLECULAR BIOLOGY,3/1/2013,2014-02-28,0,"core promoter, binding complexes, HIV/AIDS",,
"Ben-David, Yaacov","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Operating Grant,201009MOP,Cancer Progression & Therapeutics 2,Interaction of cancer initiating cells with the tumor microenvironment during leukemogenesis," $696,385 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,LEUKAEMIAS; BLOOD; CANCER,4/1/2011,2016-03-31,0,"cancer cells, tumor microenvironment, leukemogenesis",,
"Bennewith, Kevin L",University of British Columbia,British Columbia,Operating Grant,201209MOP,Cancer Biology & Therapeutics,Promotion of breast cancer metastasis by tumour hypoxia and myeloid cells.," $699,413 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,BREAST CANCER; CANCER THERAPY GENERAL; CANCER; GENETICS,4/1/2013,2018-03-31,0,"breast cancer, metastasis, hypoxia",,
"Bennewith, Kevin L",University of British Columbia,British Columbia,Operating Grant - Priority Announcement: Breast Cancer,201109COP,Cancer Biology & Therapeutics,Promotion of breast cancer metastasis by tumour hypoxia and myeloid cells.," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,BREAST CANCER; CANCER THERAPY GENERAL; CANCER; GENETICS,3/1/2012,2013-02-28,0,"breast cancer, metastasis, hypoxia",,
"Bennewith, Kevin L",University of British Columbia,British Columbia,Project Grant,201803PJT,Cancer Biology & Therapeutics,Hypoxia in tumour-draining lymph nodes as an indication of immune activation and immunotherapy response," $956,250 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics,10/1/2018,2023-09-30,0,"hypoxia, lymph nodes, immunotherapy",,
"Bennewith, Kevin L",University of British Columbia,British Columbia,Project Grant,202104PJT,Cancer Biology & Therapeutics 2,Targeting cancer-associated fibroblasts and tumour hypoxia with angiotensin II receptor blockers," $979,200 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2021,2026-09-30,0,"cancer-associated fibroblasts, tumour hypoxia, angiotensin II receptor blockers",,
"Benoit, Yannick D",University of Ottawa,Ontario,Project Grant,202309PJT,Cancer Biology & Therapeutics 2,Defining the role of dopamine transporter in the hierarchical organization of colorectal tumors," $1,086,300 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics; Cancer-Mechanisms of Carcinogenesis,4/1/2024,2029-03-31,0,"dopamine transporter, colorectal tumors",,
"Berman, Jason N",IWK Health Centre (Halifax),Nova Scotia,Operating Grant,200909MOP,Cancer Biology & Therapeutics,Zebrafish as an in vivo model of vertebrate mast cell development and systemic mastocytosis," $295,157 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,BLOOD; LEUKAEMIAS; CANCER,4/1/2010,2013-03-31,0,"zebrafish, mast cell, systemic mastocytosis",,
"Berman, Jason N",IWK Health Centre (Halifax),Nova Scotia,Operating Grant,201209MOP,Cancer Progression & Therapeutics,New insights into mast cell development and contribution to malignant progression - further exploitation of the zebrafish model," $565,415 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER; IMMUNOLOGY-TRANSPLANTATION,4/1/2013,2017-03-31,0,"mast cell, zebrafish, malignant progression",,
"Berman, Jason N",IWK Health Centre (Halifax),Nova Scotia,Operating Grant - PA: Regional Partnership Program - Nova Scotia,201103RNS,Cancer Progression & Therapeutics,Molecular interrogation and a small molecule screen of NUP98-HOXA9 induced AML in the zebrafish," $168,452 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER; BLOOD,10/1/2011,2014-09-30,0,"NUP98-HOXA9, small molecule, AML",,
"Berman, Jason N",Children's Hospital of Eastern Ontario Research Institute Inc,Ontario,Project Grant,202209PJT,Cancer Progression & Therapeutics,Identifying novel strategies for leukemia prevention using zebrafish models of dnajc21-mutant Shwachman Diamond syndrome," $910,350 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Pediatric Cancer,4/1/2023,2028-03-31,0,"leukemia, zebrafish, dnajc21",,
"Berman, Jason N",IWK Health Centre (Halifax),Nova Scotia,Project Grant,201903PJT,Cancer Progression & Therapeutics,Using the zebrafish as a model for chemoprevention for TP53 mutation carriers," $845,326 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Genetics-Molecular and Functional Genetics and Epigenetics; Cancer-Pediatric Cancer; Pharmacological, Toxicological and Pharmaceutical Sciences-Translational and Clinical Pharmacology",10/1/2019,2024-09-30,0,"zebrafish, chemoprevention, TP53",,
"Bernard, Daniel J",McGill University,Quebec,Catalyst Grant: NWHRI: Innovation Fund - Biomedical Discovery Grants,202307NWI,NWHRI: Innovation Fund - Biomedical Discovery Grants,Targeting inhibin B action to regulate follicle-stimulating hormone production and female fertility," $117,400 ", $-   , $-   ,,1 yr 0 mth ,"Human Development, Child and Youth Health",ENDOCRINOLOGY; PITUITARY; REPRODUCTION/PREGNANCY,2/1/2024,2025-01-31,0,"inhibin B, follicle-stimulating hormone, female fertility",,
