Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Conway, Edward M",University of British Columbia,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,Novel therapeutic approach for 'wet' and 'dry' age-related macular degeneration,"$160,000",$0,1 yr 0 mth 
"Cripton, Peter A",University of British Columbia,Proof of Principle Program - Phase I,200904PPP,Proof of Principle,Pro-Neck-Tor: A helmet to prevent spinal cord injuries occuring during sports and transportation,"$149,752",$0,1 yr 0 mth 
"Crystal, Eugene; Wright, Graham A","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Three-dimensional Catheter Tracking using a Single Two-dimensional Image,"$130,077","$12,873",1 yr 0 mth 
"Cummins, Carolyn L",University of Toronto,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Developing a Novel Therapeutic for Cushing's Syndrome,"$160,000",$0,1 yr 0 mth 
"Cunningham, Charles H","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Proof of Principle Program - Phase I,201003PPP,Proof of Principle,Wire for MRI-Guided Interventions,"$139,840","$8,395",1 yr 0 mth 
"Cynader, Max S",University of British Columbia,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Novel peptide as potential therapeutic for treatment of ischemic stroke,"$160,000",$0,1 yr 0 mth 
"Dacosta, Ralph S",University Health Network (Toronto),Proof of Principle Program - Phase I,201102PPP,Proof of Principle,"Development of PRODIGI, a Handheld Optical Imaging Technology for Real-time Intraoperative-guidance of Breast Tumour Resection","$121,250","$24,000",1 yr 0 mth 
"de Rezende, Joao B",Unity Health Toronto,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,A Non-Traumatic Binder for Temporary Abdominal Wall Closure,"$115,768",$0,1 yr 0 mth 
"Diallo, Jean-Simon",Ottawa Hospital Research Institute,Proof of Principle Program - Phase II,201402PP2,Proof of Principle,Evaluation of viral sensitizer technology in improving egg-based influenza vaccine manufacturing processes,"$222,143","$77,857",1 yr 0 mth 
"Dmitrienko, Gary I",University of Waterloo (Ontario),Proof of Principle Program - Phase II,201009PP2,Proof of Principle,New drugs for antibiotic resistant bacterial infections,"$133,277",$0,1 yr 0 mth 
"Dmitrienko, Gary I",University of Waterloo (Ontario),Proof of Principle Program Phase I - Drug Development,200904PDD,Proof of Principle,Novel beta lactamase inhibitors to combat antibiotic resistance,"$150,000",$0,1 yr 0 mth 
"Doschak, Michael R",University of Alberta,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Bone-Seeking Iron Oxide Nanoparticles for Imaging Bone Metabolism,"$160,000",$0,1 yr 0 mth 
"Doschak, Michael R",University of Alberta,Proof of Principle Program Phase I - Drug Development,201003PDD,Proof of Principle,Bisphosphonate-conjugated Calcitonin,"$117,929",$0,1 yr 0 mth 
"Du, Caigan; Brooks, Donald E; Kizhakkedathu, Jayachandran N; Liggins, Richard T; Nguan, Christopher",University of British Columbia,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Preclinical Development of a Novel Organ Transplant Solution,"$160,000",$0,1 yr 0 mth 
"Dumont, Guy A",University of British Columbia,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Certifiably safe closed-loop control of anesthesia,"$158,740",$0,1 yr 0 mth 
"Dutta, Tilak",University Health Network (Toronto),Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Pressure ulcer prevention: a novel prompting system for patient repositioning,"$137,401",$0,1 yr 0 mth 
"Dyck, Jason R",University of Alberta,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Preclinical Development and Optimization of Small Molecules for the Treatment of Atrial Fibrillation,"$160,000",$0,1 yr 0 mth 
"Fenster, Aaron",Western University (Ontario),Proof of Principle Program - Phase I,201509PPP,Proof of Principle,MR-Guided Focal Ablation of Prostate Cancer,"$143,110","$10,313",1 yr 0 mth 
"Fenster, Aaron",Western University (Ontario),Proof of Principle Program - Phase I,201309PPP,Proof of Principle,3D Ultrasound Scanner System For Management Of Intraventricular Hemorrhage In Preterm Neonates,"$148,062",$0,1 yr 0 mth 
"Fernie, Geoffrey R",University Health Network (Toronto),Proof of Principle Program - Phase II,201202PP2,Proof of Principle,A novel point-of-care method of handling human waste in healthcare institutions: technical improvements and evaluation.,"$51,544",$0,1 yr 0 mth 
"Finlay, Barton B",University of British Columbia,Proof of Principle Program - Phase II,201009PP2,Proof of Principle,A sub-unit based vaccine for Salmonella,"$149,685",$0,1 yr 0 mth 
"Flynn, Lauren E",Western University (Ontario),Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Development of novel porous extracellular matrix-derived bioscaffolds for cutaneous wound healing,"$160,000",$0,1 yr 0 mth 
"Fon, Edward A",McGill University,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,Targeting Alpha-Synuclein Propagation in the Treatment of Parkinson's Disease and Other Synucleinopathies,"$159,946",$0,1 yr 0 mth 
"Fraser, Paul E",University of Toronto,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Amyloid-Based Therapies for Type 2 Diabetes,"$150,000",$0,1 yr 0 mth 
"Frost, Eric H",Université de Sherbrooke,Proof of Principle Program - Phase I,201102PPP,Proof of Principle,"Simultaneous Influenza A detection, subtyping, and oseltamivir resistance determination","$95,000","$65,000",1 yr 0 mth 
"Gatignol, Anne",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Development of antisense-based small RNA agents targeting the GAG open reading frame of HIV-1 RNA for use in gene and drug therapy against HIV-1 infection.,"$159,550",$0,1 yr 0 mth 
"Ghahary, Aziz",University of British Columbia,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Discovery of a Novel Anti-fibrogenic factor and its Therapeutic evaluation,"$150,932",$0,1 yr 0 mth 
"Ghahary, Aziz",University of British Columbia,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Re -constitutable skin substitute powder kit,"$147,089",$0,1 yr 0 mth 
"Gibbings, Derrick J",University of Ottawa,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Technology to build a drug delivery platform for silencing RNAs using exosomes,"$159,941",$0,1 yr 0 mth 
"Glogauer, Michael",University of Toronto,Proof of Principle Program - Phase II,200904PP2,Proof of Principle,Clinical Evaluation of a Chair-side In Vitro Rinse Test for Predicting Onset and Recurrent Adult Periodontitis,"$88,399",$0,1 yr 0 mth 
"Gobbi, Gabriella",McGill University,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Novel first-in-class MT2 melatonin receptor partial agonists for neuropathic pain,"$160,000",$0,1 yr 0 mth 
"Gobeil, Fernand J",Université de Sherbrooke,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Agonistes synthétiques de kinines : Optimiser la livraison et l'efficacité des chimiothérapies des tumeurs cérébrales,"$149,418",$0,1 yr 0 mth 
"Graham, Simon J","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Proof of Principle Program - Phase I,201102PPP,Proof of Principle,Tablet Technology for Assessing Dementia,"$116,402",$0,1 yr 0 mth 
"Granville, David J",University of British Columbia,Proof of Principle Program - Phase II,200910PP2,Proof of Principle,Therapeutic antibody development towards granzyme B,"$101,240",$0,1 yr 0 mth 
"Gratzer, Paul F",Dalhousie University (Nova Scotia),Proof of Principle Program - Phase I,201009PPP,Proof of Principle,Decellularization of Human Skin,"$149,034","$10,900",1 yr 0 mth 
"Greer, John J",University of Alberta,Proof of Principle Program - Phase II,201502PP2,Proof of Principle,Ampakine Therapy for Alleviating Respiratory Depression,"$145,440",$0,1 yr 0 mth 
"Grierson, David S",University of British Columbia,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Development of Specific Inhibitors of HIV pre-mRNA Alternative Splicing: A New Anti-HIV/AIDS Strategy,"$160,000",$0,1 yr 0 mth 
"Grynpas, Marc D",Sinai Health System (Toronto),Proof of Principle Program - Phase I,201009PPP,Proof of Principle,"""Calcium Polyphosphate Bone Substitutes""","$156,022",$0,1 yr 0 mth 
"Guertin, Pierre",Université Laval,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,First-in-class Therapeutic Against Urinary Retention (Continence) in Patients with Chronic Spinal Cord Injury and Related Disorders,"$160,000",$0,1 yr 0 mth 
"Guertin, Pierre",Université Laval,Proof of Principle Program - Phase I,201302PPP,Proof of Principle,A Novel Class of Drug Treatment Against Chronic Constipation in Spinal Cord-Injured People,"$160,000",$0,1 yr 0 mth 
"Hancock, Robert Ernest W",University of British Columbia,Proof of Principle Program - Phase I,201209PPP,Proof of Principle,Anti-Biofilm Therapy,"$160,000",$0,1 yr 0 mth 
"Hancock, Robert Ernest W; Cashman, Neil R",University of British Columbia,Proof of Principle Program Phase I - Drug Development,201102PDD,Proof of Principle,Novel anti-inflammatory treatment for Amyotrophic Lateral Sclerosis,"$160,000",$0,1 yr 0 mth 
"Hanrahan, John W",McGill University,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,CFTR modulators as a potential new therapeutic paradigm to treat individuals with COPD,"$159,665",$0,1 yr 0 mth 
"Hansen, Carl L",University of British Columbia,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,Pre-commercial development of single cell antibody selection process,"$154,120",$0,1 yr 0 mth 
"Hassell, John A",McMaster University,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Characterization of small molecule sensitizers to chemotherapy,"$160,000",$0,1 yr 0 mth 
"Hebert, Marc; Maziade, Michel G; Mérette, Chantal",Université Laval,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,"Diagnostic différentiel de la schizophrénie, la dépression bipolaire et la dépression majeure à l'aide de l'électrorétinographie","$159,700",$0,1 yr 0 mth 
"Hess, Robert F",McGill University,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Assessment and Treatment of Binocular Vision in Amblyopia,"$126,802",$0,1 yr 0 mth 
"Houde, Daniel",Université de Sherbrooke,Proof of Principle Program - Phase I,201009PPP,Proof of Principle,Radiothérapie par filamentation laser femtoseconde,"$112,602",$0,1 yr 0 mth 
"Hunter, Graeme K; Goldberg, Harvey A",Western University (Ontario),Proof of Principle Program - Phase I,200904PPP,Proof of Principle,Crystal-binding peptides for prevention of kidney stone disease,"$116,350","$6,000",1 yr 0 mth 
"Huntsman, David G",University of British Columbia,Proof of Principle Program - Phase I,201209PPP,Proof of Principle,PrOTYPE: An Enabling Technology to Improve Ovarian Cancer Care,"$154,829",$0,1 yr 0 mth 
"Huntsman, David G",University of British Columbia,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,A Diagnostic Test for Granulosa Cell Tumours of the Ovary,"$150,000",$0,1 yr 0 mth 
"Husain, Mansoor",University Health Network (Toronto),Proof of Principle Program - Phase II,201202PP2,Proof of Principle,Development of an anti-proliferative therapeutic that disrupts CaM-cyclin E interactions in vivo.,"$184,100","$10,600",1 yr 0 mth 
"Jaffray, David A",University Health Network (Toronto),Proof of Principle Program - Phase I,201402PPP,Proof of Principle,Advanced Handheld SPECT System for Intraoperative Guidance,"$159,845",$0,1 yr 0 mth 
"Jarvi, Keith A; Drabovich, Andrei P",Sinai Health System (Toronto),Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Prediction of successful sperm retrieval in patients with non-obstructive azoospermia using TEX101 protein measured in seminal plasma by ELISA,"$160,000",$0,1 yr 0 mth 
"Jarvi, Keith A; Diamandis, Eleftherios P",Sinai Health System (Toronto),Proof of Principle Program - Phase I,201302PPP,Proof of Principle,Prediction of successful sperm retrieval in patients with non-obstructive azoospermia using a panel of protein biomarkers measured in seminal plasma,"$154,660",$0,1 yr 0 mth 
"Jarvi, Keith A; Diamandis, Eleftherios P",Sinai Health System (Toronto),Proof of Principle Program - Phase I,201009PPP,Proof of Principle,"Novel semen biomarkers to identify sperm production in men with infertility: A non-invasive method to characterize men with azoospermia or no sperm in the semen, into those with and without testicular sperm production","$152,499",$0,1 yr 0 mth 
"Jarzem, Peter F",McGill University,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,"Minimally Invasive Ready, Highly Expandable Vertebral Body Replacement Device","$122,826",$0,1 yr 0 mth 
"Juncker, David",McGill University,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Clinical validation of an innovative multiplex antibody microarray platform,"$150,000",$0,1 yr 0 mth 
"Kastrup, Christian J",University of British Columbia,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,Self-Propelling Hemostatic Particles that Treat Severe Bleeding,"$159,788",$0,1 yr 0 mth 
"Kelley, Shana O",University of Toronto,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,The xViva CTC capture chip: a device for tumor cell sorting and classification,"$160,000",$0,1 yr 0 mth 
"Kelley, Shana O",University of Toronto,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Preclinical testing of a mitochondrially-targeted anticancer agent,"$160,000",$0,1 yr 0 mth 
"Kelley, Shana O",University of Toronto,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Clinical validation of low-cost ultrasensitive electronic molecular  diagnostics,"$150,000",$0,1 yr 0 mth 
"Kim, Peter K",Hospital for Sick Children (Toronto),Proof of Principle Program - Phase I,201502PPP,Proof of Principle,A novel therapeutic treatment for Zellweger Spectrum Disorder,"$160,000",$0,1 yr 0 mth 
"Kizhakkedathu, Jayachandran N; Du, Caigan; Liggins, Richard T",University of British Columbia,Proof of Principle Program - Phase II,201402PP2,Proof of Principle,Preclinical Development of a Glucose-Free Peritoneal Dialysis Solution,"$289,799","$5,000",1 yr 0 mth 
"Kizhakkedathu, Jayachandran N; Du, Caigan",University of British Columbia,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,Novel Polymer Based Glucose-sparing Peritoneal Dialysis Solutions for End-stage Renal Disease,"$160,000",$0,1 yr 0 mth 
"Koeberle, Paulo D",University of Toronto,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Peptide therapeutics for preventing retinal ganglion cell apoptosis,"$149,949",$0,1 yr 0 mth 
"Kotra, Lakshmi P",University Health Network (Toronto),Proof of Principle Program - Phase I,201402PPP,Proof of Principle,In vivo efficacy studies on KP-218 as a potential MS therapeutic agent,"$160,000",$0,1 yr 0 mth 
