Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,normalized_Project_Title
"Kizhakkedathu, Jayachandran N",University of British Columbia,Project Grant,202209PJT,Commercialization,Localized immuno-cloaking organ engineering approach to prevent transplant rejection without immunosuppressants,"$803,250",$0,3 yrs 0 mth ,Infection and Immunity,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Commercialization-Intellectual Property",2023-04-01,2026-03-31,localized immunocloaking organ engineering approach to prevent transplant rejection without immunosuppressants
"Uludag, Hasan",University of Alberta,Project Grant,202210PJT,Commercialization,New Treatment of Blood Cancers with Improved Delivery of Nucleic Acids,"$100,000",$0,1 yr 0 mth ,Cancer Research,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Cancer-Cancer Drug Development and Therapeutics; Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",2023-04-01,2024-03-31,new treatment of blood cancers with improved delivery of nucleic acids
"Cynader, Max S",University of British Columbia,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Novel peptide as potential therapeutic for treatment of ischemic stroke,"$160,000",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction","STROKE, HEART FAILURE",2012-04-01,2013-03-31,novel peptide as potential therapeutic for treatment of ischemic stroke
"Fon, Edward A",McGill University,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,Targeting Alpha-Synuclein Propagation in the Treatment of Parkinson's Disease and Other Synucleinopathies,"$159,946",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",PARKINSON'S DISEASE; AGING; NERVOUS SYSTEM; DRUG RESEARCH,2014-10-01,2015-09-30,targeting alphasynuclein propagation in the treatment of parkinsons disease and other synucleinopathies
"Pelletier, Jerry M",McGill University,Proof of Principle Program - Phase I,201102PPP,Proof of Principle,Chemotherapeutic Agents for Inhibiting Protein Synthesis,"$160,000",$0,1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; NEOPLASMS; DRUG RESEARCH; CANCER,2011-10-01,2012-09-30,chemotherapeutic agents for inhibiting protein synthesis
"Saragovi, Horacio U",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Project Grant - PA: Cancer Research - Cancer Prevention + Project Grant,202010PXX + 202104PJT,Commercialization,Innovation of Proprietary Liquid Biopsy Assays for Diagnosis of Early Stage Ovarian Cancer,"$750,251",$0,3 yr 0 mth  ,Cancer Research,"Commercialization-Technology Transfer; Cancer-Cancer Progression and Metastasis; Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; glycomics. We quantify gangliosides which are glycolipids with a glycan and a lipid component",2021-10-01,2023-09-30,innovation of proprietary liquid biopsy assays for diagnosis of early stage ovarian cancer
"Shlien, Adam",Hospital for Sick Children (Toronto),Project Grant,202303PJT,Commercialization,Development of an RNA-based test for diagnosing and monitoring bone and soft tissue cancers,"$240,976",$0,1 yr 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Commercialization-Technology Transfer; Artificial Intelligence-Machine Learning,2023-10-01,2024-09-30,development of an rnabased test for diagnosing and monitoring bone and soft tissue cancers
"Sonenberg, Nahum",McGill University,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Identification of novel compounds inhibiting viral infections,"$150,000",$0,1 yr 0 mth ,Infection and Immunity,VIRAL; MULTIPLE DISEASE RELEVANCE; VIROLOGY; MOLECULAR BIOLOGY,2009-01-01,2009-12-31,identification of novel compounds inhibiting viral infections
"Lerouge, Sophie",ecole de technologie superieure (Montreal),Proof of Principle Program - Phase I,201003PPP,Proof of Principle,A new therapeutic agent for the treatment and prevention of endoleaks after endovascular aneurysm repair,"$155,000",$0,1 yr 0 mth ,Circulatory and Respiratory Health,ATHEROSCLEROSIS; CARDIOVASCULAR,2010-10-01,2011-09-30,a new therapeutic agent for the treatment and prevention of endoleaks after endovascular aneurysm repair
"Coderre, Terence J",McGill University,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,Synergistic topical combinations for chronic pain aimed at treating microvascular dysfunction.,"$160,000",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MULTIPLE DISEASE RELEVANCE; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; NERVOUS SYSTEM,2012-10-01,2013-09-30,synergistic topical combinations for chronic pain aimed at treating microvascular dysfunction
"Rosenberg, Lawrence",McGill University,Proof of Principle Program - Phase II,201209PP2,Proof of Principle,A Novel Regenerative Drug Therapy to Restore Natural Insulin Secretion in Diabetes Mellitus,"$122,670",$0,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",DIABETES MELLITUS; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; METABOLISM/DIABETES,2013-04-01,2014-03-31,a novel regenerative drug therapy to restore natural insulin secretion in diabetes mellitus
"Beaulieu, Martin",Universite Laval,Proof of Principle Program - Phase I,201302PPP,Proof of Principle,Cells lines for screening GPCR/Nav signaling compound,"$160,000",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; CELL BIOLOGY,2013-10-01,2014-09-30,cells lines for screening gpcrnav signaling compound
"Meloche, Sylvain",Universite de Montreal,Proof of Principle Program - Phase I,201009PPP,Proof of Principle,Targeting the degradation of the cyclin-dependent kinase inhibitor p21 as a novel approach to cancer therapy,"$160,000",$0,1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; NEOPLASMS; DRUG RESEARCH; CANCER,2011-04-01,2012-03-31,targeting the degradation of the cyclindependent kinase inhibitor p21 as a novel approach to cancer therapy
"Agrawal, Babita",University of Alberta,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,Novel cross-protective (universal) vaccine for influenza infections,"$159,990",$0,1 yr 0 mth ,Infection and Immunity,VIRAL; IMMUNOLOGY-TRANSPLANTATION,2012-10-01,2013-09-30,novel crossprotective universal vaccine for influenza infections
"Haddad, Elie","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Project Grant,202209PJT,Commercialization,Empowering innovative hematopoietic stem cells (HSC)-based cancer immunotherapy through the creation of synthetic specific promoters,"$765,000",$0,4 yrs 0 mth ,Cancer Research,Commercialization-Intellectual Property; Commercialization-Technology Transfer; Cancer-Cancer Drug Development and Therapeutics,2023-04-01,2027-03-31,empowering innovative hematopoietic stem cells hscbased cancer immunotherapy through the creation of synthetic specific promoters
"Hansen, Carl L",University of British Columbia,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,Pre-commercial development of single cell antibody selection process,"$154,120",$0,1 yr 0 mth ,Infection and Immunity,MULTIPLE DISEASE RELEVANCE; MULTIDISCIPLINARY; IMMUNOLOGY-TRANSPLANTATION; HEALTH RESEARCH,2012-10-01,2013-09-30,precommercial development of single cell antibody selection process
"Hebert, Marc",Universite Laval,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,"Diagnostic differentiel de la schizophrenie, la depression bipolaire et la depression majeure e l'aide de l'electroretinographie","$159,700",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",DEPRESSION; MENTAL HEALTH,2014-04-01,2015-03-31,diagnostic differentiel de la schizophrenie la depression bipolaire et la depression majeure e laide de lelectroretinographie
"Zeng, Haishan",University of British Columbia,Project Grant,202409PJT,Commercialization,Endoscopic Laser Raman Spectroscopy for Minimally Invasive Detection of Peripheral Lung Cancer,"$814,724",$0,4 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Cancer-Clinical Oncology; Musculoskeletal Health-Oral Health",2021-10-01,2025-09-30,endoscopic laser raman spectroscopy for minimally invasive detection of peripheral lung cancer
"Wu, Jian Hui",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Development of novel pan-inhibitors of the androgen receptor variants as effective therapeutics for castration-resistant prostate cancer,"$160,000",$0,1 yr 0 mth ,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; PROSTATE AND BLADDER CANCER THERAPY; CANCER; ENDOCRINOLOGY,2010-10-01,2011-09-30,development of novel paninhibitors of the androgen receptor variants as effective therapeutics for castrationresistant prostate cancer
"Magolan, Jakob",McMaster University,Project Grant,202409PJT,Commercialization,Advanced pre-clinical development of selective IMPDH2 inhibitors for the treatment and prevention of brain metastases.,"$1,162,800",$0,2 yrs 0 mth ,"Neurosciences, Mental Health and Addiction","Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery; Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Action, Toxicology and Metabolism; Neurosciences-Neurological disorders",2022-04-01,2025-03-31,advanced preclinical development of selective impdh2 inhibitors for the treatment and prevention of brain metastases
"Moreau, Alain","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Preclinical Validation of a Disease-Modifying Osteoarthritis Drug,"$160,000",$0,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"ARTHRITIS/OSTEOARTHRITIS; SKIN AND SUBCUTANEOUS TISSUS; MUSCLE, BONE, OR JOINT; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2014-05-01,2014-07-31,preclinical validation of a diseasemodifying osteoarthritis drug
"Foster, Leonard J",University of British Columbia,Project Grant - PA: Pandemic Preparedness and Health Emergencies Research + Project Grant - PA: Pandemic Preparedness and Health Emergencies Research,"202309PPE, 202403PPE",Commercialization,Development and Commercialization of a Safe and Effective Mpox Subunit Vaccine witheGlobaleImpact,"$200,000",$0,2 yr 0 mth ,Population and Public Health,"Population and Health-Health Promotion and Disease Prevention; Immunology and Infection-Antiviral Drug Resistance, Viral Vaccine Development and Therapeutics (including vaccines)",2024-03-01,2025-02-28,development and commercialization of a safe and effective mpox subunit vaccine witheglobaleimpact
"Tsao, Ming-Sound",University Health Network (Toronto),Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Development of a monoclonal antibody for integrin alpha-11 to treat lung cancer,"$160,000",$0,1 yr 0 mth ,Cancer Research,GASTRO-INTESTINAL CANCER; GASTRO-INTESTINAL DISEASE; IMAGING; CANCER,2017-04-01,2020-03-31,development of a monoclonal antibody for integrin alpha11 to treat lung cancer
"Crome, Sarah A",University Health Network (Toronto),Project Grant,202409PJT,Commercialization,Development of a novel immunoregulatory cell therapy,"$990,675",$0,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CANCER; BIOPHYSICS,2017-05-01,2019-04-30,development of a novel immunoregulatory cell therapy
"Ross, Ruth A",University of Toronto,Proof of Principle Program - Phase II,201409PP2,Proof of Principle,Development and Commercialisation of Allosteric Modulators for the Treatment of Pain,"$189,920",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MULTIPLE DISEASE RELEVANCE; ARTHRITIS/OSTEOARTHRITIS; DRUG RESEARCH; AGING,2013-04-01,2014-03-31,development and commercialisation of allosteric modulators for the treatment of pain
"Kim, Peter K",Hospital for Sick Children (Toronto),Proof of Principle Program - Phase I,201502PPP,Proof of Principle,A novel therapeutic treatment for Zellweger Spectrum Disorder,"$160,000",$0,1 yr 0 mth ,"Human Development, Child and Youth Health","Molecular, Cellular and Systems Biology-Cell Biology and Physiology; Molecular, Cellular and Systems Biology-Cell Signaling; Molecular, Cellular and Systems Biology-Molecular Biology",2024-04-01,2029-03-31,a novel therapeutic treatment for zellweger spectrum disorder
"Dyck, Jason R",University of Alberta,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Preclinical Development and Optimization of Small Molecules for the Treatment of Atrial Fibrillation,"$160,000",$0,1 yr 0 mth ,Cancer Research,"Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery; Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Action, Toxicology and Metabolism; Cancer-Cancer Drug Development and Therapeutics",2023-04-01,2027-03-31,preclinical development and optimization of small molecules for the treatment of atrial fibrillation
"Tsantrizos, Youla S",McGill University,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Benchmark proprietary pyridine- and thienopyrimidine-based bisphosphonates against the standard of care drug Zometae in the treatment of multiple myeloma,"$160,000",$0,1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; BONE CANCER THERAPY; DRUG RESEARCH; CANCER,2014-04-01,2015-03-31,benchmark proprietary pyridine and thienopyrimidinebased bisphosphonates against the standard of care drug zometae in the treatment of multiple myeloma
"Olson, David M",University of Alberta,Project Grant,202409PJT,Commercialization,Prolonging gestation and improving newborn outcomes with a novel IL-1 receptor modulator,"$1,269,901",$0,3 yrs 0 mth ,Cancer Research,ENDOCRINOLOGY; NONE OF THE ABOVE; MOLECULAR BIOLOGY,2005-04-01,2009-03-31,prolonging gestation and improving newborn outcomes with a novel il1 receptor modulator
"Chauhan, Vijay S",University Health Network (Toronto),Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Rotor Mapping in Human Atrial Fibrillation,"$149,015","$10,634",1 yr 0 mth ,Circulatory and Respiratory Health,"Cardiovascular, Respiratory and Circulatory Systems-Cardiovascular and Circulatory Sciences; Molecular, Cellular and Systems Biology-Cell Biology and Physiology",2017-04-01,2018-03-31,rotor mapping in human atrial fibrillation
"Ma, Hongshen",University of British Columbia,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Pre-commercial Development of Microfluidic Technology for Deformability based Separation of Circulating Tumor Cells,"$160,000",$0,1 yr 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; PROSTATE AND BLADDER CANCER THERAPY; CANCER; GENETICS,2017-04-01,2020-03-31,precommercial development of microfluidic technology for deformability based separation of circulating tumor cells
"Sinton, David A",University of Toronto,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,High Quality Sperm Selection for Assisted Reproductive Technology,"$159,904",$0,1 yr 0 mth ,"Human Development, Child and Youth Health",INFERTILITY FEMALE; NONE OF THE ABOVE; REPRODUCTION/PREGNANCY; CELL BIOLOGY,2005-04-01,2010-03-31,high quality sperm selection for assisted reproductive technology
"Macaulay, Calum E",University of British Columbia,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Optically-Guided Biopsy for Improved Diagnosis of Peripheral Pulmonary Nodules,"$146,470",$0,1 yr 0 mth ,,,2021-05-01,2022-04-30,opticallyguided biopsy for improved diagnosis of peripheral pulmonary nodules
"Reynolds, Steven C","Fraser Health Authority (Surrey, BC)",Proof of Principle Program - Phase II,201409PP2,Proof of Principle,"Development of a novel, temporary, transcutaneously placed, transvenous phrenic nerve pacer for diaphragm activation in critically ill patients","$268,499","$2,000",1 yr 0 mth ,Circulatory and Respiratory Health,RESPIRATION; HEALTH RESEARCH,2013-04-01,2014-03-31,development of a novel temporary transcutaneously placed transvenous phrenic nerve pacer for diaphragm activation in critically ill patients
"Sheppard, Donald C",Research Institute of the McGill University Health Centre,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Recombinant hydrolases as anti-biofilm therapies for Aspergillus infections,"$151,459",$0,1 yr 0 mth ,Population and Public Health,INFECTIOUS AND PARASITIC; HEALTH RESEARCH,2012-05-01,2015-04-30,recombinant hydrolases as antibiofilm therapies for aspergillus infections
"Trifiro, Mark A",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Targeting novel BioNanofluids for prostate cancer therapy,"$148,240","$11,000",1 yr 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER THERAPY; IMAGING; CANCER,2014-10-01,2015-09-30,targeting novel bionanofluids for prostate cancer therapy
"Boisselier Mailfait, Elodie",Universite Laval,Project Grant,202003PJT,Commercialization,Un nouveau vecteur de medicaments ophtalmiques e base de nanoparticules d'or,"$550,800",$0,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",Commercialization-Intellectual Property,2020-10-01,2025-09-30,un nouveau vecteur de medicaments ophtalmiques e base de nanoparticules dor
"Poirier, Donald",Universite Laval,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,evaluation du potentiel therapeutique in vivo d'un nouvel inhibiteur de la steroede sulfatase combinant des proprietes osteogenique et antiestrogenique pour le traitement des cancers du sein et de la prostate,"$159,756",$0,1 yr 0 mth ,Cancer Research,BREAST CANCER THERAPY; OSTEOPOROSIS; CANCER; DRUG RESEARCH,2014-04-01,2015-03-31,evaluation du potentiel therapeutique in vivo dun nouvel inhibiteur de la steroede sulfatase combinant des proprietes osteogenique et antiestrogenique pour le traitement des cancers du sein et de la prostate
"Koeberle, Paulo D",University of Toronto,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Peptide therapeutics for preventing retinal ganglion cell apoptosis,"$149,949",$0,1 yr 0 mth ,Cancer Research,LEUKAEMIAS; CANCER THERAPY GENERAL; CANCER; BIOPHYSICS,2004-07-01,2006-06-30,peptide therapeutics for preventing retinal ganglion cell apoptosis
"Logsetty, Sarvesh",University of Manitoba,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,The effects of a novel hydrogel coating on commercial antimicrobial dressings.,"$157,633",$0,1 yr 0 mth ,,,2021-05-01,2022-04-30,the effects of a novel hydrogel coating on commercial antimicrobial dressings
"Du, Caigan",University of British Columbia,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Preclinical Development of a Novel Organ Transplant Solution,"$160,000",$0,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes","RENAL FUNCTION, NEPHROLOGY, UROLOGY",2014-10-01,2015-09-30,preclinical development of a novel organ transplant solution
"Poirier, Donald",Universite Laval,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Optimisation du potentiel therapeutique de derives aminosteroedes contre le cancer de l'ovaire,"$157,700","$2,300",1 yr 0 mth ,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; CANCER THERAPY GENERAL; DRUG RESEARCH; CANCER,2016-04-01,2017-03-31,optimisation du potentiel therapeutique de derives aminosteroedes contre le cancer de lovaire
"Tremblay, Jacques P",Universite Laval,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Alzheimer treatment based on the editing of the Amyloid Precursor Protein gene,"$159,931",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",ALZHEIMER'S DISEASE; MENTAL AND BEHAVIOURAL DISEASES; NERVOUS SYSTEM; MENTAL HEALTH,2010-04-01,2015-03-31,alzheimer treatment based on the editing of the amyloid precursor protein gene
"Weksberg, Rosanna",Hospital for Sick Children (Toronto),Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Implementation and Commercialization of a Novel DNA Methylation-Based Diagnostic Tool,"$160,000",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MULTIPLE SCLEROSIS; MENTAL AND BEHAVIOURAL DISEASES; DRUG RESEARCH; NERVOUS SYSTEM,2016-04-01,2017-03-31,implementation and commercialization of a novel dna methylationbased diagnostic tool
"Poirier, Donald",Universite Laval,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,evaluation du potentiel therapeutique in vivo d'un nouvel inhibiteur de la 17beta-HSD3 e bloquer la croissance de tumeurs xenogreffees du cancer de la prostate,"$157,880",$0,1 yr 0 mth ,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; PROSTATE AND BLADDER CANCER THERAPY; DRUG RESEARCH; CANCER,2012-10-01,2013-09-30,evaluation du potentiel therapeutique in vivo dun nouvel inhibiteur de la 17betahsd3 e bloquer la croissance de tumeurs xenogreffees du cancer de la prostate
"Russell, James A",University of British Columbia,Project Grant,202409PJT,Commercialization,Development of Lipid nanoparticle RNA systems as novel therapeutics for endotoxemia resulting from severe bacterial infections,"$719,101",$0,3 yrs 0 mth ,,,,,development of lipid nanoparticle rna systems as novel therapeutics for endotoxemia resulting from severe bacterial infections
"Foster, Leonard J",University of British Columbia,Project Grant - Priority Announcement: Global Health Research - CRPPHE,202409GL1,Commercialization,Accelerating Next-Generation Vaccine Development to Combat the Global Mpox Crisis,"$100,000",$0,1 yr 0 mth ,,,,,accelerating nextgeneration vaccine development to combat the global mpox crisis
"Flynn, Lauren E",Western University (Ontario),Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Development of novel porous extracellular matrix-derived bioscaffolds for cutaneous wound healing,"$160,000",$0,1 yr 0 mth ,,,,,development of novel porous extracellular matrixderived bioscaffolds for cutaneous wound healing
"Withers, Stephen G",University of British Columbia,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Extending circulation time of protein therapeutics by capping glycan structures with 7F-Sialic acids,"$159,981",$0,1 yr 0 mth ,,,,,extending circulation time of protein therapeutics by capping glycan structures with 7fsialic acids
"Lai, Yongjun","Queen's University (Kingston, Ontario)",Project Grant,202409PJT,Commercialization,Smart Contact Lens Sensors to Advance Intraocular Pressure Monitoring for Glaucoma Patients and At-Risk Individuals,"$596,700",$0,3 yrs 0 mth ,,,,,smart contact lens sensors to advance intraocular pressure monitoring for glaucoma patients and atrisk individuals
"Yanow, Stephanie K",University of Alberta,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Long-term preservation of a whole parasite malaria vaccine for storage and delivery in the tropics,"$160,000",$0,1 yr 0 mth ,,,,,longterm preservation of a whole parasite malaria vaccine for storage and delivery in the tropics
"Shrivastav, Anuraag",University of Winnipeg,Project Grant - Priority Announcement: Early Detection/Cancer Prevention,202409DCP,Commercialization,Efficacy of NMT2-Blood Test in Detecting Colorectal Polyps and Cancer,"$100,000",$0,1 yr 0 mth ,,,,,efficacy of nmt2blood test in detecting colorectal polyps and cancer
"Gibbings, Derrick J",University of Ottawa,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Technology to build a drug delivery platform for silencing RNAs using exosomes,"$159,941",$0,1 yr 0 mth ,,,,,technology to build a drug delivery platform for silencing rnas using exosomes
"Benard, Francois",University of British Columbia,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,"Advancing the clinical development of [18F]AMBF3-TATE, a novel imaging probe for neuroendocrine tumours","$160,000",$0,1 yr 0 mth ,,,,,advancing the clinical development of 18fambf3tate a novel imaging probe for neuroendocrine tumours
"Bergeron, Michel G",Universite Laval,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,"Developpement, optimisation et multiplexage d'un oligonucleotide synthetique permettant l'amplification d'ADN et l'hybridation sur support solide en une seule etape. PDP PhaseI","$160,000",$0,1 yr 0 mth ,,,,,developpement optimisation et multiplexage dun oligonucleotide synthetique permettant lamplification dadn et lhybridation sur support solide en une seule etape pdp phasei
"Hoare, Todd R",McMaster University,Project Grant,202409PJT,Commercialization,"Validation of injectable, long-lasting, and ultra-lubricious hydrogels for effective osteoarthritis treatment","$673,201",$0,3 yrs 0 mth ,,,,,validation of injectable longlasting and ultralubricious hydrogels for effective osteoarthritis treatment
"Brukner, Ivan",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,A new qPCR method for the assessment of total/relative bacterial load from stool samples: C difficile show case,"$131,513",$0,1 yr 0 mth ,,,,,a new qpcr method for the assessment of totalrelative bacterial load from stool samples c difficile show case
"Dumont, Guy A",University of British Columbia,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Certifiably safe closed-loop control of anesthesia,"$158,740",$0,1 yr 0 mth ,,,,,certifiably safe closedloop control of anesthesia
"MacVicar, Brian A",University of British Columbia,Project Grant,202409PJT,Commercialization,Lipid Nanoparticle-messenger RNA (LNP-mRNA) as a versatile therapeutic platform for brain diseases,"$577,574",$0,3 yrs 0 mth ,,,,,lipid nanoparticlemessenger rna lnpmrna as a versatile therapeutic platform for brain diseases
"Sidhu, Sachdev S",University of Toronto,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Highly specific therapeutic-grade anti-FGFR1 antibodies with anti-proliferative effects,"$160,000",$0,1 yr 0 mth ,,,,,highly specific therapeuticgrade antifgfr1 antibodies with antiproliferative effects
"de Rezende, Joao B",Unity Health Toronto,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,A Non-Traumatic Binder for Temporary Abdominal Wall Closure,"$115,768",$0,1 yr 0 mth ,,,,,a nontraumatic binder for temporary abdominal wall closure
"Young, Robert N","Simon Fraser University (Burnaby, B.C.)",Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Development of a novel conjugate drug for local delivery in bone grafts: Efficacy study on vascularization and osteogenesis after local delivery in a dental implant jaw model,"$157,500",$0,1 yr 0 mth ,,,,,development of a novel conjugate drug for local delivery in bone grafts efficacy study on vascularization and osteogenesis after local delivery in a dental implant jaw model
"Grierson, David S",University of British Columbia,Proof of Principle Program - Phase I,201409PPP,Proof of Principle,Development of Specific Inhibitors of HIV pre-mRNA Alternative Splicing: A New Anti-HIV/AIDS Strategy,"$160,000",$0,1 yr 0 mth ,,,,,development of specific inhibitors of hiv premrna alternative splicing a new antihivaids strategy
"Yoo, Paul",University of Toronto,Proof of Principle Program - Phase I,201502PPP,Proof of Principle,Minimally-Invasive Method of Selectively Activating Posterior Tibial Nerve Afferents for Treating Overactive Bladder,"$155,800","$4,000",1 yr 0 mth ,,,,,minimallyinvasive method of selectively activating posterior tibial nerve afferents for treating overactive bladder
